UDALERRIA / MUNICIPIO;13/05;14/05;15/05;16/05;17/05;18/05;19/05;20/05;21/05;22/05;23/05;24/05;25/05;26/05;27/05;28/05;29/05;30/05;31/05;01/06;02/06;03/06;04/06;05/06;06/06;07/06;08/06;09/06;10/06;11/06;12/06;13/06;14/06;15/06;16/06;17/06;18/06;19/06;20/06;21/06;23/06;24/06;25/06;26/06;27/06;28/06;29/06;30/06;01/07;02/07;03/07;04/07;05/07;06/07;07/07;08/07;09/07;10/07;11/07;12/07;13/07;14/07;15/07;16/07;17/07;18/07;19/07;20/07;21/07;22/07;23/07;24/07;25/07;26/07;27/07;28/07;29/07;30/07;31/07;01/08;02/08;03/08;04/08;05/08;06/08;07/08;08/08;09/08;10/08;11/08;12/08;13/08;14/08;15/08;16/08;17/08;18/08;19/08;20/08;21/08;22/08;23/08;24/08;25/08;26/08;27/08;28/08;29/08;30/08;31/08;1/09;2/09;3/09;4/09;5/09;6/09;7/09;8/09;9/09;10/09;11/09;12/09;13/09;14/09;15/09;16/09;17/09;18/09;19/09;20/09;21/09;22/09;23/09;24/09;25/09;26/09;27/09;28/09;29/09;30/09;01/10;02/10;03/10;04/10;05/10;06/10;07/10;08/10;09/10;10/10;11/10;12/10;13/10;14/10;15/10;16/10;17/10;18/10;19/10;20/10;21/10;22/10;23/10;24/10;25/10;26/10;27/10;28/10;29/10;30/10;31/10;01/11;02/11;03/11;04/11;05/11;06/11;07/11;08/11;09/11;10/11;11/11;12/11;13/11;14/11;15/11;16/11;17/11;
Orendain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Orexa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Orio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;1;0;3;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;2;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;2;2;2;1;0;1;0;1;0;1;2;0;0;0;0;1;4;2;3;1;1;1;1;0;5;4;7;1;1;4;3;2;1;1;2;0;6;0;0;3;0;1;0;1;1;0;1;1;2;1;0;1;0;0;0;1;0;1;1;0;0;0;3;1;3;5;1;3;1;3;3;7;5;6;8;1;10;4;7;4;7;4;6;4;7;8;
Ormaiztegi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;4;0;3;2;2;1;3;2;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;2;0;0;
Pasaia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;2;0;5;0;2;4;2;2;2;3;1;6;1;7;6;6;4;4;1;4;2;4;3;5;2;1;4;9;1;5;7;1;1;8;10;3;8;7;2;2;2;1;4;4;2;2;1;2;11;0;5;2;4;0;2;10;6;5;10;5;1;1;5;17;10;13;6;1;7;6;17;10;4;10;4;14;24;18;18;18;2;4;22;24;20;20;17;5;5;18;19;8;10;5;2;6;7;
Segura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;1;0;1;2;1;1;1;0;2;2;1;1;3;1;3;3;2;0;1;0;0;3;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;
Soraluze-Placencia de las Armas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;2;2;2;0;2;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;2;1;2;0;6;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;2;0;3;2;0;0;0;1;1;0;2;0;5;0;3;4;0;1;0;0;0;1;1;0;0;1;1;3;3;8;6;2;6;2;5;3;6;8;3;4;2;6;5;3;3;1;1;4;0;2;2;1;3;1;4;2;5;5;2;2;2;6;
Tolosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;1;1;0;4;0;6;8;6;3;5;0;2;0;0;0;1;0;0;1;1;1;2;1;0;3;0;0;0;1;0;1;1;0;3;0;4;3;0;0;0;1;1;4;5;2;0;1;2;3;10;5;9;3;4;3;4;3;5;1;6;6;3;4;4;4;4;4;2;2;6;4;7;16;6;10;4;9;8;4;1;1;4;6;4;12;11;7;1;4;1;14;5;8;20;12;8;3;6;12;12;7;16;2;10;24;16;22;17;15;4;10;21;19;20;11;17;4;9;10;10;13;17;9;4;16;14;7;16;21;5;4;14;12;
Urnieta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;0;4;5;1;2;3;0;5;5;1;0;0;2;0;0;1;1;2;1;2;0;0;4;3;0;1;0;0;1;1;3;0;0;1;6;1;3;4;5;1;1;1;2;4;1;1;1;1;4;8;5;13;3;14;12;15;18;21;16;11;3;13;15;14;13;10;10;5;8;4;6;7;6;2;1;1;2;2;0;1;0;0;1;
Urretxu;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;0;0;1;3;2;1;1;2;0;0;0;2;6;0;3;0;0;1;1;0;2;0;4;3;0;0;2;1;1;0;1;1;7;0;2;0;0;0;0;0;0;0;1;5;3;3;6;0;0;0;0;3;3;2;4;3;2;4;3;5;10;6;14;0;11;3;1;4;4;3;7;1;5;6;6;14;3;1;7;7;4;2;4;4;5;4;3;1;
Usurbil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;3;1;2;2;3;0;0;1;2;1;3;2;1;0;4;7;4;5;3;1;1;2;1;2;1;1;3;0;0;1;0;0;2;0;2;1;1;1;4;1;2;0;4;3;6;4;3;3;2;6;5;2;3;5;2;3;6;7;3;3;1;1;3;4;1;5;1;1;0;1;1;
Villabona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;1;0;1;0;0;0;1;2;0;1;0;2;1;4;0;1;4;2;5;4;2;1;1;6;4;1;4;3;2;0;6;1;3;4;2;2;1;0;1;1;1;4;0;2;0;1;1;0;1;4;2;2;0;1;2;1;2;0;1;2;3;2;3;0;0;6;2;3;6;3;1;1;5;6;5;7;10;1;4;10;4;12;9;12;2;6;3;3;4;2;9;2;8;1;
Zaldibia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;3;11;1;2;5;1;2;3;2;2;2;3;1;2;2;1;3;2;1;2;2;3;1;4;0;1;0;2;0;0;0;0;2;1;0;0;0;
Zarautz;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;12;35;6;2;2;4;4;1;3;3;4;5;3;4;1;1;4;2;1;6;3;2;0;0;0;0;4;1;0;0;2;1;5;3;8;2;5;1;6;6;9;5;5;6;1;1;2;3;4;0;3;0;3;5;4;4;9;3;1;2;8;5;11;9;9;4;5;10;12;6;2;6;4;4;4;2;2;1;6;3;4;1;0;7;4;4;1;5;0;2;2;4;4;5;1;6;3;10;10;13;3;10;12;9;10;22;20;10;10;15;16;12;20;9;20;21;11;9;4;13;7;6;3;6;
Zegama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;8;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;17;10;3;4;2;5;1;3;3;2;0;0;2;2;1;3;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
Zerain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Zestoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;2;0;1;1;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;6;5;7;8;1;0;5;7;1;2;1;3;1;2;0;1;0;0;2;0;2;1;0;0;0;0;2;0;2;4;6;5;3;2;2;1;4;1;4;2;3;6;1;4;2;0;4;3;3;2;1;3;3;0;5;4;3;5;1;1;0;0;2;
Zizurkil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;7;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;0;2;0;4;1;1;0;4;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;3;0;2;1;4;4;1;2;1;2;0;3;3;3;3;1;3;0;0;3;2;1;5;6;2;2;7;2;2;4;5;3;1;0;
Zumaia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;4;0;0;0;1;2;0;1;1;3;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;2;0;1;1;0;1;3;1;7;3;0;1;1;2;0;0;1;0;3;1;0;0;1;2;7;1;2;3;0;1;9;11;10;20;3;5;16;17;13;23;18;5;14;14;16;15;18;10;8;2;12;6;5;7;2;3;5;8;2;2;3;2;2;0;2;
Zumarraga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;2;0;0;1;1;0;0;0;0;0;5;0;1;1;0;1;2;2;7;4;3;0;1;2;1;1;0;0;1;2;1;0;1;0;0;0;0;1;1;0;0;1;1;0;3;1;4;4;1;2;6;5;8;5;6;1;0;2;5;4;6;9;2;4;3;7;7;7;12;1;5;9;10;5;6;9;7;1;6;17;5;13;4;10;20;8;6;2;3;5;2;7;7;6;
OTROS;4;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;2;0;2;0;1;2;0;1;1;1;2;3;4;2;3;2;3;2;4;5;11;6;10;6;9;20;14;23;16;15;11;27;14;31;22;21;24;19;22;25;13;22;28;11;16;46;27;9;16;6;17;8;12;22;11;10;13;8;6;10;8;12;32;20;9;8;8;28;13;9;10;14;9;13;9;20;8;8;4;4;6;9;7;10;16;5;6;6;8;13;8;7;10;1;15;11;14;15;6;15;22;10;13;10;17;16;20;11;9;17;19;12;10;11;17;14;19;11;12;15;14;9;10;
